A,B,Pretty Formula,predicted_structure,probability,Parent formula,parent_structure,In DB?,Experimental CN,Predicted CN,Validation
Rb1+,P1-,RbP,"P1- Rb1+
1.0
6.104281 0.0 0.0
0.0 6.616846 0.0
0.0 0.0 11.432074
P Rb
8 8
Cartesian
1.01031954831 4.558649584315999 1.150512495286 P1-
4.06246004831 5.366619415684 10.281561504714 P1-
5.09396145169 1.2502265843159999 4.565524504714 P1-
2.04182095169 2.058196415684 6.866549495286001 P1-
5.530496898843 3.852334358046 11.096016752696 P1-
2.478356398843 6.072934641954 0.336057247304 P1-
0.573784101157 0.543911358046 6.052094247304 P1-
3.625924601157 2.764511641954 5.379979752696 P1-
2.422129866552 2.53749427254 10.482400180746 Rb1+
5.474270366552 0.77092872746 0.9496738192540001 Rb1+
3.682151133448 5.8459172725399995 6.665710819254 Rb1+
0.630010633448 4.07935172746 4.766363180746 Rb1+
4.058650976966 4.269407395118 2.470391166882 Rb1+
1.006510476966 5.655861604882 8.961682833118001 Rb1+
2.045630023034 0.9609843951179999 3.245645833118 Rb1+
5.097770523034001 2.347438604882 8.186428166882 Rb1+
",0.009688686383974498,KP,"K1+ P1-
1.0
6.104281 0.0 0.0
0.0 6.616846 0.0
0.0 0.0 11.432074
K P
8 8
Cartesian
2.422129866552 2.53749427254 10.482400180746 K1+
5.474270366552 0.77092872746 0.9496738192540001 K1+
3.682151133448 5.8459172725399995 6.665710819254 K1+
0.630010633448 4.07935172746 4.766363180746 K1+
4.058650976966 4.269407395118 2.470391166882 K1+
1.006510476966 5.655861604882 8.961682833118001 K1+
2.045630023034 0.9609843951179999 3.245645833118 K1+
5.097770523034001 2.347438604882 8.186428166882 K1+
1.01031954831 4.558649584315999 1.150512495286 P1-
4.06246004831 5.366619415684 10.281561504714 P1-
5.09396145169 1.2502265843159999 4.565524504714 P1-
2.04182095169 2.058196415684 6.866549495286001 P1-
5.530496898843 3.852334358046 11.096016752696 P1-
2.478356398843 6.072934641954 0.336057247304 P1-
0.573784101157 0.543911358046 6.052094247304 P1-
3.625924601157 2.764511641954 5.379979752696 P1-
",Yes,6,7,Incorrect
Rb1+,S1-,RbS,"Rb1+ S1-
1.0
-2.64303 3.67741 4.550948
2.64303 -3.67741 4.550948
2.64303 3.67741 -4.550948
Rb S
2 2
Cartesian
2.220446049250313e-16 3.67741 2.4825512358959996 Rb1+
2.6430300000000004 -2.220446049250313e-16 2.0683967641040004 Rb1+
8.224746341767286e-18 1.06176387966 -1.049084874438222e-17 S1-
-2.6072414129885146e-17 6.29305612034 -8.523957484385392e-17 S1-
",0.010143692116066083,CsS,"Cs1+ S1-
1.0
-2.64303 3.67741 4.550948
2.64303 -3.67741 4.550948
2.64303 3.67741 -4.550948
Cs S
2 2
Cartesian
2.220446049250313e-16 3.67741 2.4825512358959996 Cs1+
2.6430300000000004 -2.220446049250313e-16 2.0683967641040004 Cs1+
8.224746341767286e-18 1.06176387966 -1.049084874438222e-17 S1-
-2.6072414129885146e-17 6.29305612034 -8.523957484385392e-17 S1-
",Yes,6,6,Correct
Rb1+,Cl1-,RbCl,"Cl1- Rb1+
1.0
0.0 3.531007 3.531007
3.531007 0.0 3.531007
3.531007 3.531007 0.0
Cl Rb
1 1
Cartesian
3.531007 3.531007 3.531007 Cl1-
0.0 0.0 0.0 Rb1+
",0.010143692116066083,CsCl,"Cl1- Cs1+
1.0
0.0 3.531007 3.531007
3.531007 0.0 3.531007
3.531007 3.531007 0.0
Cl Cs
1 1
Cartesian
3.531007 3.531007 3.531007 Cl1-
0.0 0.0 0.0 Cs1+
",Yes,6,6,Correct
Rb1+,Br1-,RbBr,"Br1- Rb1+
1.0
0.0 3.701049 3.701049
3.701049 0.0 3.701049
3.701049 3.701049 0.0
Br Rb
1 1
Cartesian
3.701049 3.701049 3.701049 Br1-
0.0 0.0 0.0 Rb1+
",0.010143692116066083,CsBr,"Br1- Cs1+
1.0
0.0 3.701049 3.701049
3.701049 0.0 3.701049
3.701049 3.701049 0.0
Br Cs
1 1
Cartesian
3.701049 3.701049 3.701049 Br1-
0.0 0.0 0.0 Cs1+
",Yes,6,6,Correct
Rb1+,I1-,RbI,"I1- Rb1+
1.0
0.0 3.929589 3.929589
3.929589 0.0 3.929589
3.929589 3.929589 0.0
I Rb
1 1
Cartesian
3.929589 3.929589 3.929589 I1-
0.0 0.0 0.0 Rb1+
",0.010143692116066083,CsI,"Cs1+ I1-
1.0
0.0 3.929589 3.929589
3.929589 0.0 3.929589
3.929589 3.929589 0.0
Cs I
1 1
Cartesian
0.0 0.0 0.0 Cs1+
3.929589 3.929589 3.929589 I1-
",Yes,6,6,Correct
Sr2+,O2-,SrO,"O2- Sr2+
1.0
0.0 2.807442 2.807442
2.807442 0.0 2.807442
2.807442 2.807442 0.0
O Sr
1 1
Cartesian
2.807442 2.807442 2.807442 O2-
0.0 0.0 0.0 Sr2+
",0.009973416677991575,BaO,"Ba2+ O2-
1.0
0.0 2.807442 2.807442
2.807442 0.0 2.807442
2.807442 2.807442 0.0
Ba O
1 1
Cartesian
0.0 0.0 0.0 Ba2+
2.807442 2.807442 2.807442 O2-
",Yes,6,6,Correct
Sr2+,Si2-,SrSi,"Si2- Sr2+
1.0
-0.003939 0.041963 4.19807
5.029014 -0.014329 0.007161
-2.497305 6.078305 0.034511
Si Sr
2 2
Cartesian
2.52623419305 5.409371458025 3.19714823985 Si2-
0.0015284752380000063 0.696646614184 1.0426068388080003 Si2-
2.516239580358 1.6900598106700002 3.1238048079800005 Sr2+
0.011535254049000035 4.415806195426 1.115924147873 Sr2+
",0.009973416677991575,BaSi,"Ba2+ Si2-
1.0
-0.003939 0.041963 4.19807
5.029014 -0.014329 0.007161
-2.497305 6.078305 0.034511
Ba Si
2 2
Cartesian
2.516239580358 1.6900598106700002 3.1238048079800005 Ba2+
0.011535254049000035 4.415806195426 1.115924147873 Ba2+
2.52623419305 5.409371458025 3.19714823985 Si2-
0.0015284752380000063 0.696646614184 1.0426068388080003 Si2-
",Yes,9,9,Correct
Sr2+,P2-,SrP,"P2- Sr2+
1.0
3.831041 -6.635558 0.0
3.831041 6.635558 0.0
0.0 0.0 5.721373
P Sr
6 6
Cartesian
3.831041 -2.211857090372 1.1538121287910001 P2-
3.831041 -2.211857090372 4.5675608712089995 P2-
3.831041 2.211857090372 4.5675608712089995 P2-
3.831041 2.211857090372 1.1538121287910001 P2-
0.0 0.0 3.986280817155 P2-
0.0 0.0 1.7350921828449999 P2-
2.464378419906 4.268428852427999 2.8606865 Sr2+
2.733325160188 6.614090703749298e-17 2.8606865 Sr2+
2.464378419906 -4.268428852427999 2.8606865 Sr2+
1.182971826226 2.048967412588 0.0 Sr2+
5.296138347548 -3.903921178221026e-16 0.0 Sr2+
1.182971826226 -2.048967412588 0.0 Sr2+
",0.008959404376534906,CaP,"Ca2+ P2-
1.0
3.831041 -6.635558 0.0
3.831041 6.635558 0.0
0.0 0.0 5.721373
Ca P
6 6
Cartesian
2.464378419906 4.268428852427999 2.8606865 Ca2+
2.733325160188 6.614090703749298e-17 2.8606865 Ca2+
2.464378419906 -4.268428852427999 2.8606865 Ca2+
1.182971826226 2.048967412588 0.0 Ca2+
5.296138347548 -3.903921178221026e-16 0.0 Ca2+
1.182971826226 -2.048967412588 0.0 Ca2+
3.831041 -2.211857090372 1.1538121287910001 P2-
3.831041 -2.211857090372 4.5675608712089995 P2-
3.831041 2.211857090372 4.5675608712089995 P2-
3.831041 2.211857090372 1.1538121287910001 P2-
0.0 0.0 3.986280817155 P2-
0.0 0.0 1.7350921828449999 P2-
",Yes,7,7,Correct
Sr2+,S2-,SrS,"S2- Sr2+
1.0
0.0 3.228611 3.228611
3.228611 0.0 3.228611
3.228611 3.228611 0.0
S Sr
1 1
Cartesian
3.228611 3.228611 3.228611 S2-
0.0 0.0 0.0 Sr2+
",0.009973416677991575,BaS,"Ba2+ S2-
1.0
0.0 3.228611 3.228611
3.228611 0.0 3.228611
3.228611 3.228611 0.0
Ba S
1 1
Cartesian
0.0 0.0 0.0 Ba2+
3.228611 3.228611 3.228611 S2-
",Yes,6,6,Correct
Sr2+,Ge2-,SrGe,"Ge2- Sr2+
1.0
2.54884 -6.088372 0.0
2.54884 6.088372 0.0
0.0 0.0 4.364163
Ge Sr
2 2
Cartesian
2.54884 0.7811746578320004 1.09104075 Ge2-
2.54884 -0.7811746578320004 3.2731222499999997 Ge2-
2.54884 4.422459476616 1.09104075 Sr2+
2.54884 -4.422459476616 3.2731222499999997 Sr2+
",0.009973416677991575,BaGe,"Ba2+ Ge2-
1.0
2.54884 -6.088372 0.0
2.54884 6.088372 0.0
0.0 0.0 4.364163
Ba Ge
2 2
Cartesian
2.54884 4.422459476616 1.09104075 Ba2+
2.54884 -4.422459476616 3.2731222499999997 Ba2+
2.54884 0.7811746578320004 1.09104075 Ge2-
2.54884 -0.7811746578320004 3.2731222499999997 Ge2-
",Yes,9,9,Correct
Sr2+,Se2-,SrSe,"Se2- Sr2+
1.0
0.0 3.343309 3.343309
3.343309 0.0 3.343309
3.343309 3.343309 0.0
Se Sr
1 1
Cartesian
3.343309 3.343309 3.343309 Se2-
0.0 0.0 0.0 Sr2+
",0.009973416677991575,BaSe,"Ba2+ Se2-
1.0
0.0 3.343309 3.343309
3.343309 0.0 3.343309
3.343309 3.343309 0.0
Ba Se
1 1
Cartesian
0.0 0.0 0.0 Ba2+
3.343309 3.343309 3.343309 Se2-
",Yes,6,6,Correct
Sr2+,Te2-,SrTe,"Sr2+ Te2-
1.0
0.0 3.544879 3.544879
3.544879 0.0 3.544879
3.544879 3.544879 0.0
Sr Te
1 1
Cartesian
0.0 0.0 0.0 Sr2+
3.544879 3.544879 3.544879 Te2-
",0.009973416677991575,BaTe,"Ba2+ Te2-
1.0
0.0 3.544879 3.544879
3.544879 0.0 3.544879
3.544879 3.544879 0.0
Ba Te
1 1
Cartesian
0.0 0.0 0.0 Ba2+
3.544879 3.544879 3.544879 Te2-
",Yes,6,6,Correct
Y3+,C3-,YC,"C3- Y3+
1.0
1.868339 -3.236058 0.0
1.868339 3.236058 0.0
0.0 0.0 3.259034
C Y
1 1
Cartesian
1.868339 -1.0786881573720002 1.629517 C3-
0.0 0.0 0.0 Y3+
",0.009003814394021524,LaC,"C3- La3+
1.0
1.868339 -3.236058 0.0
1.868339 3.236058 0.0
0.0 0.0 3.259034
C La
1 1
Cartesian
1.868339 -1.0786881573720002 1.629517 C3-
0.0 0.0 0.0 La3+
",Yes,6,6,Correct
Y3+,N3-,YN,"N3- Y3+
1.0
2.066432 -3.579166 0.0
2.066432 3.579166 0.0
0.0 0.0 5.960067
N Y
2 2
Cartesian
2.066432 1.193057719444 2.4511311943529996 N3-
2.066432 -1.193057719444 5.431164694353 N3-
2.066432 1.193057719444 5.952563275647 Y3+
2.066432 -1.193057719444 2.9725297756469997 Y3+
",0.009003814394021524,LaN,"La3+ N3-
1.0
2.066432 -3.579166 0.0
2.066432 3.579166 0.0
0.0 0.0 5.960067
La N
2 2
Cartesian
2.066432 1.193057719444 5.952563275647 La3+
2.066432 -1.193057719444 2.9725297756469997 La3+
2.066432 1.193057719444 2.4511311943529996 N3-
2.066432 -1.193057719444 5.431164694353 N3-
",Yes,6,4,Incorrect
Y3+,P3-,YP,"P3- Y3+
1.0
0.0 3.025454 3.025454
3.025454 0.0 3.025454
3.025454 3.025454 0.0
P Y
1 1
Cartesian
3.025454 3.025454 3.025454 P3-
0.0 0.0 0.0 Y3+
",0.009003814394021524,LaP,"La3+ P3-
1.0
0.0 3.025454 3.025454
3.025454 0.0 3.025454
3.025454 3.025454 0.0
La P
1 1
Cartesian
0.0 0.0 0.0 La3+
3.025454 3.025454 3.025454 P3-
",Yes,6,6,Correct
Y1+,Cl1-,YCl,"Cl1- Y1+
1.0
9.963051 -1.747416 0.0
9.963051 1.747416 0.0
9.656572 0.0 3.011056
Cl Y
2 2
Cartesian
17.676505612546 -2.5280948833028562e-17 1.7991932806239999 Cl1-
11.906168387454002 2.5280948833028562e-17 1.211862719376 Cl1-
23.394244843266 -1.9852683550425367e-18 2.381170184304 Y1+
6.188429156734 8.995882666340548e-18 0.629885815696 Y1+
",0.008306124349417694,ScCl,"Cl1- Sc1+
1.0
9.963051 -1.747416 0.0
9.963051 1.747416 0.0
9.656572 0.0 3.011056
Cl Sc
2 2
Cartesian
17.676505612546 -2.5280948833028562e-17 1.7991932806239999 Cl1-
11.906168387454002 2.5280948833028562e-17 1.211862719376 Cl1-
23.394244843266 -1.9852683550425367e-18 2.381170184304 Sc1+
6.188429156734 8.995882666340548e-18 0.629885815696 Sc1+
",Yes,3,3,Correct
Y3+,As3-,YAs,"As3- Y3+
1.0
0.0 3.098202 3.098202
3.098202 0.0 3.098202
3.098202 3.098202 0.0
As Y
1 1
Cartesian
3.098202 3.098202 3.098202 As3-
0.0 0.0 0.0 Y3+
",0.009003814394021524,LaAs,"As3- La3+
1.0
0.0 3.098202 3.098202
3.098202 0.0 3.098202
3.098202 3.098202 0.0
As La
1 1
Cartesian
3.098202 3.098202 3.098202 As3-
0.0 0.0 0.0 La3+
",Yes,6,6,Correct
Y3+,Sb3-,YSb,"Sb3- Y3+
1.0
0.0 3.27954 3.27954
3.27954 0.0 3.27954
3.27954 3.27954 0.0
Sb Y
1 1
Cartesian
3.27954 3.27954 3.27954 Sb3-
0.0 0.0 0.0 Y3+
",0.009003814394021524,LaSb,"La3+ Sb3-
1.0
0.0 3.27954 3.27954
3.27954 0.0 3.27954
3.27954 3.27954 0.0
La Sb
1 1
Cartesian
0.0 0.0 0.0 La3+
3.27954 3.27954 3.27954 Sb3-
",Yes,6,6,Correct
Y1+,I1-,YI,"I1- Y1+
1.0
9.494725 -1.882446 0.0
9.494725 1.882446 0.0
9.121507 0.0 3.239061
I Y
2 2
Cartesian
10.940672020572 -3.7827477669338806e-17 1.2606295849559999 I1-
17.170284979428 3.7827477669338806e-17 1.978431415044 I1-
6.0833516495849995 -2.5020154499344472e-17 0.7009489957049999 Y1+
22.027605350415 2.1757375563424833e-17 2.5381120042950003 Y1+
",0.006885804843101325,YCl,"Cl1- Y1+
1.0
9.494725 -1.882446 0.0
9.494725 1.882446 0.0
9.121507 0.0 3.239061
Cl Y
2 2
Cartesian
10.940672020572 -3.7827477669338806e-17 1.2606295849559999 Cl1-
17.170284979428 3.7827477669338806e-17 1.978431415044 Cl1-
6.0833516495849995 -2.5020154499344472e-17 0.7009489957049999 Y1+
22.027605350415 2.1757375563424833e-17 2.5381120042950003 Y1+
",Yes,3,3,Correct
Y3+,Bi3-,YBi,"Bi3- Y3+
1.0
0.0 3.33486 3.33486
3.33486 0.0 3.33486
3.33486 3.33486 0.0
Bi Y
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.33486 3.33486 3.33486 Y3+
",0.009003814394021524,LaBi,"Bi3- La3+
1.0
0.0 3.33486 3.33486
3.33486 0.0 3.33486
3.33486 3.33486 0.0
Bi La
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.33486 3.33486 3.33486 La3+
",Yes,6,6,Correct
Zr1+,H1-,ZrH,"H1- Zr1+
1.0
9.906595 -1.726876 0.0
9.906595 1.726876 0.0
9.605573 0.0 2.97585
H Zr
2 2
Cartesian
26.501127760712 3.948032818357205e-17 2.6807171004 H1-
2.917635239288 -3.5368181627859483e-19 0.2951328996 H1-
18.434032245904 -1.0017009390139719e-16 1.8646914168000002 Zr1+
10.984730754096 -2.6013636230004522e-17 1.1111585832 Zr1+
",0.0046581277581022535,ZrCl,"Cl1- Zr1+
1.0
9.906595 -1.726876 0.0
9.906595 1.726876 0.0
9.605573 0.0 2.97585
Cl Zr
2 2
Cartesian
26.501127760712 3.948032818357205e-17 2.6807171004 Cl1-
2.917635239288 -3.5368181627859483e-19 0.2951328996 Cl1-
18.434032245904 -1.0017009390139719e-16 1.8646914168000002 Zr1+
10.984730754096 -2.6013636230004522e-17 1.1111585832 Zr1+
",Yes,4,3,Incorrect
Zr4+,C4-,ZrC,"C4- Zr4+
1.0
0.0 2.167825 2.167825
2.167825 0.0 2.167825
2.167825 2.167825 0.0
C Zr
1 1
Cartesian
2.167825 2.167825 2.167825 C4-
0.0 0.0 0.0 Zr4+
",0.007903609933037145,TiC,"C4- Ti4+
1.0
0.0 2.167825 2.167825
2.167825 0.0 2.167825
2.167825 2.167825 0.0
C Ti
1 1
Cartesian
2.167825 2.167825 2.167825 C4-
0.0 0.0 0.0 Ti4+
",Yes,6,6,Correct
Zr3+,N3-,ZrN,"N3- Zr3+
1.0
0.0 2.45955 2.45955
2.45955 0.0 2.45955
2.45955 2.45955 0.0
N Zr
1 1
Cartesian
2.45955 2.45955 2.45955 N3-
0.0 0.0 0.0 Zr3+
",0.00847585960652403,YN,"N3- Y3+
1.0
0.0 2.45955 2.45955
2.45955 0.0 2.45955
2.45955 2.45955 0.0
N Y
1 1
Cartesian
2.45955 2.45955 2.45955 N3-
0.0 0.0 0.0 Y3+
",Yes,6,6,Correct
Zr2+,O2-,ZrO,"O2- Zr2+
1.0
3.583874 0.0 0.0
0.0 3.583874 0.0
0.0 0.0 5.655337
O Zr
2 2
Cartesian
0.0 1.791937 1.746803526549 O2-
1.791937 0.0 3.9085334734510004 O2-
0.0 1.791937 4.626388020209 Zr2+
1.791937 0.0 1.028948979791 Zr2+
",0.008103711303712163,ZrS,"S2- Zr2+
1.0
3.583874 0.0 0.0
0.0 3.583874 0.0
0.0 0.0 5.655337
S Zr
2 2
Cartesian
0.0 1.791937 1.746803526549 S2-
1.791937 0.0 3.9085334734510004 S2-
0.0 1.791937 4.626388020209 Zr2+
1.791937 0.0 1.028948979791 Zr2+
",Yes,6,6,Correct
Zr4+,Si4-,ZrSi,"Si4- Zr4+
1.0
3.641735 0.0 0.0
0.0 5.010799 0.0
0.0 0.0 6.544556
Si Zr
4 4
Cartesian
0.91043375 4.2804900781469994 3.565552643472 Si4-
2.73130125 0.7303089218529999 2.979003356528 Si4-
2.73130125 1.7750905781469997 6.2512813565280005 Si4-
0.91043375 3.2357084218529995 0.293274643472 Si4-
0.91043375 1.863711569261 4.421102815684 Zr4+
2.73130125 3.1470874307389995 2.123453184316 Zr4+
2.73130125 4.369111069261 5.395731184316 Zr4+
0.91043375 0.641687930739 1.148824815684 Zr4+
",0.007903609933037145,TiSi,"Si4- Ti4+
1.0
3.641735 0.0 0.0
0.0 5.010799 0.0
0.0 0.0 6.544556
Si Ti
4 4
Cartesian
0.91043375 4.2804900781469994 3.565552643472 Si4-
2.73130125 0.7303089218529999 2.979003356528 Si4-
2.73130125 1.7750905781469997 6.2512813565280005 Si4-
0.91043375 3.2357084218529995 0.293274643472 Si4-
0.91043375 1.863711569261 4.421102815684 Ti4+
2.73130125 3.1470874307389995 2.123453184316 Ti4+
2.73130125 4.369111069261 5.395731184316 Ti4+
0.91043375 0.641687930739 1.148824815684 Ti4+
",Yes,9,9,Correct
Zr3+,P3-,ZrP,"P3- Zr3+
1.0
0.0 2.839866 2.839866
2.839866 0.0 2.839866
2.839866 2.839866 0.0
P Zr
1 1
Cartesian
2.839866 2.839866 2.839866 P3-
0.0 0.0 0.0 Zr3+
",0.00847585960652403,YP,"P3- Y3+
1.0
0.0 2.839866 2.839866
2.839866 0.0 2.839866
2.839866 2.839866 0.0
P Y
1 1
Cartesian
2.839866 2.839866 2.839866 P3-
0.0 0.0 0.0 Y3+
",Yes,6,6,Correct
Zr2+,S2-,ZrS,"S2- Zr2+
1.0
0.0 2.610837 2.610837
2.610837 0.0 2.610837
2.610837 2.610837 0.0
S Zr
1 1
Cartesian
0.0 0.0 0.0 S2-
2.610837 2.610837 2.610837 Zr2+
",0.008056810253568273,ScS,"S2- Sc2+
1.0
0.0 2.610837 2.610837
2.610837 0.0 2.610837
2.610837 2.610837 0.0
S Sc
1 1
Cartesian
0.0 0.0 0.0 S2-
2.610837 2.610837 2.610837 Sc2+
",Yes,6,6,Correct
Zr1+,Cl1-,ZrCl,"Cl1- Zr1+
1.0
9.494725 -1.882446 0.0
9.494725 1.882446 0.0
9.121507 0.0 3.239061
Cl Zr
2 2
Cartesian
10.940672020572 -3.7827477669338806e-17 1.2606295849559999 Cl1-
17.170284979428 3.7827477669338806e-17 1.978431415044 Cl1-
6.0833516495849995 -2.5020154499344472e-17 0.7009489957049999 Zr1+
22.027605350415 2.1757375563424833e-17 2.5381120042950003 Zr1+
",0.00847585960652403,YCl,"Cl1- Y1+
1.0
9.494725 -1.882446 0.0
9.494725 1.882446 0.0
9.121507 0.0 3.239061
Cl Y
2 2
Cartesian
10.940672020572 -3.7827477669338806e-17 1.2606295849559999 Cl1-
17.170284979428 3.7827477669338806e-17 1.978431415044 Cl1-
6.0833516495849995 -2.5020154499344472e-17 0.7009489957049999 Y1+
22.027605350415 2.1757375563424833e-17 2.5381120042950003 Y1+
",Yes,3,3,Correct
Zr3+,As3-,ZrAs,"As3- Zr3+
1.0
0.0 2.918152 2.918152
2.918152 0.0 2.918152
2.918152 2.918152 0.0
As Zr
1 1
Cartesian
2.918152 2.918152 2.918152 As3-
0.0 0.0 0.0 Zr3+
",0.00847585960652403,YAs,"As3- Y3+
1.0
0.0 2.918152 2.918152
2.918152 0.0 2.918152
2.918152 2.918152 0.0
As Y
1 1
Cartesian
2.918152 2.918152 2.918152 As3-
0.0 0.0 0.0 Y3+
",Yes,6,6,Correct
Zr1+,Br1-,ZrBr,"Br1- Zr1+
1.0
9.906595 -1.726876 0.0
9.906595 1.726876 0.0
9.605573 0.0 2.97585
Br Zr
2 2
Cartesian
26.501127760712 3.948032818357205e-17 2.6807171004 Br1-
2.917635239288 -3.5368181627859483e-19 0.2951328996 Br1-
18.434032245904 -1.0017009390139719e-16 1.8646914168000002 Zr1+
10.984730754096 -2.6013636230004522e-17 1.1111585832 Zr1+
",0.007574092562695375,ZrCl,"Cl1- Zr1+
1.0
9.906595 -1.726876 0.0
9.906595 1.726876 0.0
9.605573 0.0 2.97585
Cl Zr
2 2
Cartesian
26.501127760712 3.948032818357205e-17 2.6807171004 Cl1-
2.917635239288 -3.5368181627859483e-19 0.2951328996 Cl1-
18.434032245904 -1.0017009390139719e-16 1.8646914168000002 Zr1+
10.984730754096 -2.6013636230004522e-17 1.1111585832 Zr1+
",Yes,3,3,Correct
Zr3+,Sb3-,ZrSb,"Sb3- Zr3+
1.0
0.0 3.107532 3.107532
3.107532 0.0 3.107532
3.107532 3.107532 0.0
Sb Zr
1 1
Cartesian
0.0 0.0 0.0 Sb3-
3.107532 3.107532 3.107532 Zr3+
",0.00847585960652403,YSb,"Sb3- Y3+
1.0
0.0 3.107532 3.107532
3.107532 0.0 3.107532
3.107532 3.107532 0.0
Sb Y
1 1
Cartesian
0.0 0.0 0.0 Sb3-
3.107532 3.107532 3.107532 Y3+
",Yes,7,6,Incorrect
Zr2+,Te2-,ZrTe,"Te2- Zr2+
1.0
2.072241 -3.589227 0.0
2.072241 3.589227 0.0
0.0 0.0 6.939307
Te Zr
2 2
Cartesian
2.072241 1.1964113928180002 1.73482675 Te2-
2.072241 -1.196411392818 5.2044802500000005 Te2-
0.0 0.0 0.0 Zr2+
0.0 0.0 3.4696535 Zr2+
",0.008056810253568273,ScTe,"Sc2+ Te2-
1.0
2.072241 -3.589227 0.0
2.072241 3.589227 0.0
0.0 0.0 6.939307
Sc Te
2 2
Cartesian
0.0 0.0 0.0 Sc2+
0.0 0.0 3.4696535 Sc2+
2.072241 1.1964113928180002 1.73482675 Te2-
2.072241 -1.196411392818 5.2044802500000005 Te2-
",Yes,6,6,Correct
Nb4+,C4-,NbC,"C4- Nb4+
1.0
1.462053 -2.532349 0.0
1.462053 2.532349 0.0
0.0 0.0 2.835086
C Nb
1 1
Cartesian
0.0 0.0 1.417543 C4-
1.462053 -0.844118021566 0.0 Nb4+
",0.007985209704631142,MoC,"C4- Mo4+
1.0
1.462053 -2.532349 0.0
1.462053 2.532349 0.0
0.0 0.0 2.835086
C Mo
1 1
Cartesian
0.0 0.0 1.417543 C4-
1.462053 -0.844118021566 0.0 Mo4+
",Yes,6,6,Correct
Nb3+,N3-,NbN,"N3- Nb3+
1.0
2.88614 -4.998941 0.0
2.88614 4.998941 0.0
0.0 0.0 5.678102
N Nb
8 8
Cartesian
1.44005975598 0.831418868179 5.634312477376 N3-
1.44005975598 -0.831418868179 2.795261477376 N3-
4.33222024402 -0.831418868179 2.795261477376 N3-
2.88614 -3.3361032636420003 2.795261477376 N3-
2.88614 -1.6663169992940003 0.125588260036 N3-
2.88614 3.3361032636420003 5.634312477376 N3-
4.33222024402 0.831418868179 5.634312477376 N3-
2.88614 1.6663169992940001 2.964639260036 N3-
2.88614 -0.12244406085399996 4.245130754463999 Nb3+
1.54911255588 2.438243470632 1.406079754464 Nb3+
4.2231674441200004 2.438243470632 1.406079754464 Nb3+
1.54911255588 -2.438243470632 4.245130754463999 Nb3+
2.88614 0.12244406085399996 1.406079754464 Nb3+
4.22316744412 -2.4382434706319995 4.245130754463999 Nb3+
0.0 0.0 1.465643044444 Nb3+
0.0 0.0 4.304694044444 Nb3+
",0.007985209704631142,MoN,"Mo3+ N3-
1.0
2.88614 -4.998941 0.0
2.88614 4.998941 0.0
0.0 0.0 5.678102
Mo N
8 8
Cartesian
2.88614 -0.12244406085399996 4.245130754463999 Mo3+
1.54911255588 2.438243470632 1.406079754464 Mo3+
4.2231674441200004 2.438243470632 1.406079754464 Mo3+
1.54911255588 -2.438243470632 4.245130754463999 Mo3+
2.88614 0.12244406085399996 1.406079754464 Mo3+
4.22316744412 -2.4382434706319995 4.245130754463999 Mo3+
0.0 0.0 1.465643044444 Mo3+
0.0 0.0 4.304694044444 Mo3+
1.44005975598 0.831418868179 5.634312477376 N3-
1.44005975598 -0.831418868179 2.795261477376 N3-
4.33222024402 -0.831418868179 2.795261477376 N3-
2.88614 -3.3361032636420003 2.795261477376 N3-
2.88614 -1.6663169992940003 0.125588260036 N3-
2.88614 3.3361032636420003 5.634312477376 N3-
4.33222024402 0.831418868179 5.634312477376 N3-
2.88614 1.6663169992940001 2.964639260036 N3-
",Yes,6,6,Correct
Nb2+,O2-,NbO,"Nb2+ O2-
1.0
1.655015 -2.866571 0.0
1.655015 2.866571 0.0
0.0 0.0 6.669122
Nb O
2 2
Cartesian
0.0 0.0 3.334561 Nb2+
0.0 0.0 0.0 Nb2+
1.655015 -0.955525577714 5.001841499999999 O2-
1.655015 0.9555255777140002 1.6672805 O2-
",0.008103711303712163,NbS,"Nb2+ S2-
1.0
1.655015 -2.866571 0.0
1.655015 2.866571 0.0
0.0 0.0 6.669122
Nb S
2 2
Cartesian
0.0 0.0 3.334561 Nb2+
0.0 0.0 0.0 Nb2+
1.655015 -0.955525577714 5.001841499999999 S2-
1.655015 0.9555255777140002 1.6672805 S2-
",Yes,4,6,Incorrect
Nb3+,P3-,NbP,"Nb3+ P3-
1.0
1.622321 -2.809942 0.0
1.622321 2.809942 0.0
0.0 0.0 3.200517
Nb P
1 1
Cartesian
1.622321 -0.9366492066280001 0.0 Nb3+
0.0 0.0 1.6002585 P3-
",0.007985209704631142,MoP,"Mo3+ P3-
1.0
1.622321 -2.809942 0.0
1.622321 2.809942 0.0
0.0 0.0 3.200517
Mo P
1 1
Cartesian
1.622321 -0.9366492066280001 0.0 Mo3+
0.0 0.0 1.6002585 P3-
",Yes,6,6,Correct
